datetime,ac_power,dc_power,PLANT_ID,ambient_temp,module_temp,irradiation,sw_radiation,temp_2m,cloud_cover,irradiation_wm2
2020-05-15 00:00:00,0.0,0.0,4135001.0,25.01269695,22.64308323333333,0.0,0.0,29.5,13,0.0
2020-05-15 01:00:00,0.0,0.0,4135001.0,24.66732843928571,22.41195959404762,0.0,0.0,28.7,8,0.0
2020-05-15 02:00:00,0.0,0.0,4135001.0,24.98683673333333,23.51207183333333,0.0,0.0,28.0,16,0.0
2020-05-15 03:00:00,0.0,0.0,4135001.0,24.954589040476183,24.126433492857142,0.0,0.0,27.5,39,0.0
2020-05-15 04:00:00,0.0,0.0,4135001.0,24.27666985,22.133106,0.0,0.0,27.0,36,0.0
2020-05-15 05:00:00,0.0,0.0,4135001.0,24.27498305,23.02011823452381,0.0002156803103333,0.0,26.4,69,0.21568031033329998
2020-05-15 06:00:00,1238.727678577,12745.4985121575,4135001.0,24.07395065,22.9739853,0.0432431855299999,20.0,26.6,47,43.2431855299999
2020-05-15 07:00:00,4262.353630924999,43481.326785,4135001.0,24.889582025,28.806721364285718,0.1475614228285713,170.0,27.5,62,147.5614228285713
2020-05-15 08:00:00,9110.83610115,92851.747618,4135001.0,26.160301766666667,36.58531696666666,0.3162804106666665,390.0,29.2,6,316.2804106666665
2020-05-15 09:00:00,12302.17366075,125579.29910725,4135001.0,27.64404185119048,42.92346050833333,0.4396227654285715,609.0,31.5,32,439.6227654285715
2020-05-15 10:00:00,14292.24223215,145992.3866065,4135001.0,28.90181376666667,48.36988061666666,0.5150172215,789.0,33.7,66,515.0172215
2020-05-15 11:00:00,16557.2865473,169286.6547595,4135001.0,30.18125093809524,48.84254719285714,0.5618510868928571,910.0,35.8,87,561.8510868928571
2020-05-15 12:00:00,18885.107737825,193173.7083375,4135001.0,31.83794448333333,50.50314281666666,0.6783298891666667,964.0,37.3,94,678.3298891666667
2020-05-15 13:00:00,15327.5660715,156531.74107175,4135001.0,32.58073820119048,47.70216902857143,0.5102064738571428,943.0,38.3,88,510.2064738571428
2020-05-15 14:00:00,19202.96598215,196467.3654795,4135001.0,33.917765453571434,51.74296217738095,0.6594180685952381,853.0,39.1,57,659.4180685952381
2020-05-15 15:00:00,13380.3696428,136588.25,4135001.0,34.19202876666667,45.24501753333333,0.4394019456666665,686.0,39.5,29,439.4019456666665
2020-05-15 16:00:00,9580.4733631,97617.625,4135001.0,34.18140343333333,41.25998796666666,0.3230948608333333,462.0,39.6,52,323.09486083333326
2020-05-15 17:00:00,3357.5050595375,34318.1279765,4135001.0,33.02189040952381,34.64146269404762,0.1165690755904761,253.0,39.0,21,116.5690755904761
2020-05-15 18:00:00,210.13214285875,2176.0544642775,4135001.0,29.18877659404762,28.0389443,0.0083839764531428,63.0,37.4,33,8.3839764531428
2020-05-15 19:00:00,0.0,0.0,4135001.0,26.3398656,24.710708200000003,5.6400666e-05,0.0,36.6,72,0.056400665999999995
2020-05-15 20:00:00,0.0,0.0,4135001.0,22.60343674404762,20.428886111904763,0.0,0.0,35.2,66,0.0
2020-05-15 21:00:00,0.0,0.0,4135001.0,22.186489316666663,20.73911748333333,0.0,0.0,34.0,38,0.0
2020-05-15 22:00:00,0.0,0.0,4135001.0,22.13324119047619,20.88250438214285,0.0,0.0,32.9,21,0.0
2020-05-15 23:00:00,0.0,0.0,4135001.0,22.23601830769231,21.241316538461536,0.0,0.0,31.9,26,0.0
2020-05-16 02:00:00,0.0,0.0,4135001.0,21.594316733333333,19.80222738333333,0.0,0.0,30.0,24,0.0
2020-05-16 03:00:00,0.0,0.0,4135001.0,21.707953366666665,20.25878603333333,0.0,0.0,29.4,33,0.0
2020-05-16 04:00:00,0.0,0.0,4135001.0,21.92854975595238,20.762247840476192,0.0,0.0,28.9,11,0.0
2020-05-16 05:00:00,0.0,0.0,4135001.0,21.9089015,20.61456405,3.679236605e-05,0.0,28.5,11,0.03679236605
2020-05-16 06:00:00,1187.89999997275,12243.7946423825,4135001.0,21.977285575,21.018062401190477,0.0396560769613094,18.0,29.0,97,39.656076961309395
2020-05-16 07:00:00,5082.67142855,51823.142857,4135001.0,22.867214584523808,25.23972486785714,0.166228437595238,158.0,30.1,99,166.228437595238
2020-05-16 08:00:00,11535.70089285,117655.1383935,4135001.0,24.810612966666664,34.82467651666667,0.3835834596666667,334.0,31.5,98,383.58345966666667
2020-05-16 09:00:00,13702.236607175,139872.272321,4135001.0,26.480266933333333,39.938825566666665,0.4604658103333333,564.0,33.2,96,460.4658103333333
2020-05-16 10:00:00,17335.01562495,177144.178573,4135001.0,28.15197038809524,47.41450148333333,0.552785017345238,758.0,34.9,91,552.785017345238
2020-05-16 11:00:00,17061.490624949998,174324.15625125,4135001.0,29.51412865,47.71051726666666,0.5584641586666665,868.0,36.4,31,558.4641586666665
2020-05-16 12:00:00,20465.747767475,209359.486607,4135001.0,30.643568545238097,50.86235429761904,0.6954473704761904,930.0,37.7,6,695.4473704761905
2020-05-16 13:00:00,18734.008036,191531.34821575,4135001.0,31.490084383333333,50.48822185,0.6139163518333333,880.0,39.0,24,613.9163518333332
2020-05-16 14:00:00,15922.526785675,162633.84375075,4135001.0,32.0017147202381,47.24071738690476,0.5202818691071428,704.0,39.3,69,520.2818691071428
2020-05-16 15:00:00,11875.821428625,121146.90625025,4135001.0,32.34811151666666,43.64881953333333,0.3836832741666666,577.0,39.2,69,383.6832741666666
2020-05-16 16:00:00,5959.491071425,60720.352679,4135001.0,31.945855309523807,36.14177540119047,0.1863190570595237,350.0,35.8,100,186.31905705952371
2020-05-16 17:00:00,2952.0566964275,30230.60714335,4135001.0,31.40916235,32.052246016666665,0.0932087213833333,213.0,37.1,100,93.2087213833333
2020-05-16 18:00:00,275.2883928625,2849.151785625,4135001.0,29.37973935,26.67844488333333,0.0088461485549766,52.0,36.7,100,8.8461485549766
2020-05-16 19:00:00,0.0,0.0,4135001.0,27.773843579761905,25.173710835714285,0.0,0.0,36.4,100,0.0
2020-05-16 20:00:00,0.0,0.0,4135001.0,26.60975254761905,24.006616385714285,0.0,0.0,34.4,100,0.0
2020-05-16 21:00:00,0.0,0.0,4135001.0,25.508788466666665,22.83895318333333,0.0,0.0,33.7,100,0.0
2020-05-16 22:00:00,0.0,0.0,4135001.0,24.74963269761905,22.099702804761904,0.0,0.0,33.4,100,0.0
2020-05-16 23:00:00,0.0,0.0,4135001.0,24.37039028333333,22.0790273,0.0,0.0,33.2,100,0.0
2020-05-17 00:00:00,0.0,0.0,4135001.0,24.0033637,21.570909944047617,0.0,0.0,31.5,100,0.0
2020-05-17 01:00:00,0.0,0.0,4135001.0,23.773983484375,21.613145309375,0.0,0.0,31.3,100,0.0
2020-05-17 02:00:00,0.0,0.0,4135001.0,23.40926451547619,21.333184027380955,0.0,0.0,30.6,100,0.0
2020-05-17 03:00:00,0.0,0.0,4135001.0,23.106247950000004,21.16272228333333,0.0,0.0,30.2,100,0.0
2020-05-17 04:00:00,0.0,0.0,4135001.0,22.825052916666667,20.96766458333333,0.0,0.0,30.0,99,0.0
2020-05-17 05:00:00,0.0,0.0,4135001.0,22.56940003452381,21.014346436904763,8.33637205e-05,0.0,29.2,85,0.0833637205
2020-05-17 06:00:00,777.219642865,8020.19196425,4135001.0,22.78054205,21.898464,0.0298049556383333,19.0,29.4,100,29.8049556383333
2020-05-17 07:00:00,5937.74821435,60543.3660715,4135001.0,23.785956519047616,27.036007041666664,0.2119541748523808,145.0,30.1,100,211.9541748523808
